Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm
2014-03-14,19.3,26.3,0.2,4.0,7.9,43.0,7.0,30.0,70.0,55.0,1018.4,1014.7,6.0,1.0,22.7,25.2
2014-03-15,19.5,26.6,0.0,7.8,5.8,91.0,7.0,17.0,64.0,62.0,1013.0,1008.4,4.0,7.0,22.5,25.8
2014-03-16,19.2,29.3,5.4,5.8,5.8,57.0,9.0,13.0,57.0,74.0,1005.5,1004.7,2.0,7.0,24.2,22.5
2014-03-17,15.1,28.0,5.0,6.2,11.2,35.0,15.0,26.0,47.0,25.0,1016.9,1015.0,1.0,1.0,19.4,27.5
2014-03-18,16.1,29.7,0.2,7.2,10.4,31.0,19.0,19.0,58.0,33.0,1021.0,1018.7,1.0,5.0,19.9,28.7
2014-03-19,19.6,27.9,0.0,6.6,10.1,48.0,13.0,26.0,66.0,57.0,1023.9,1023.6,1.0,6.0,23.9,27.8
2014-03-20,21.7,27.0,0.0,6.2,9.2,33.0,0.0,22.0,58.0,54.0,1026.9,1024.2,3.0,3.0,25.5,26.4
2014-03-21,20.4,26.8,1.0,6.0,5.2,39.0,6.0,19.0,75.0,58.0,1022.5,1018.9,7.0,4.0,21.7,25.2
2014-03-22,18.7,26.7,0.0,6.0,9.5,37.0,6.0,20.0,68.0,60.0,1017.8,1014.5,3.0,2.0,23.6,25.7
2014-03-23,20.3,27.0,0.0,5.2,7.2,41.0,6.0,19.0,70.0,63.0,1017.6,1013.2,3.0,7.0,23.0,25.7
2014-03-24,20.1,23.2,0.4,6.2,0.0,54.0,24.0,31.0,79.0,89.0,1016.4,1015.3,8.0,8.0,20.3,17.5
2014-03-25,17.1,25.2,6.8,4.2,6.5,35.0,11.0,9.0,82.0,67.0,1020.0,1019.6,1.0,7.0,19.8,24.7
2014-03-26,19.7,24.9,0.6,2.8,0.0,37.0,11.0,9.0,89.0,72.0,1022.5,1021.2,7.0,7.0,21.2,24.4
2014-03-27,20.6,22.2,18.0,2.8,0.0,35.0,2.0,7.0,89.0,77.0,1022.3,1020.0,8.0,8.0,21.2,20.3
2014-03-28,18.0,24.7,7.4,1.0,0.0,26.0,13.0,11.0,84.0,66.0,1017.0,1013.3,7.0,8.0,18.7,24.3
2014-03-29,18.7,25.7,0.8,3.6,5.6,41.0,15.0,24.0,80.0,59.0,1015.3,1015.0,6.0,7.0,20.6,24.4
2014-03-30,19.4,27.0,0.2,3.6,10.1,35.0,11.0,22.0,69.0,55.0,1020.1,1019.2,3.0,3.0,22.4,27.0
2014-03-31,17.5,25.0,3.6,5.0,10.2,26.0,15.0,15.0,79.0,64.0,1022.4,1019.7,3.0,6.0,19.6,23.5
2014-04-01,17.5,26.4,0.0,3.2,6.2,31.0,13.0,17.0,78.0,66.0,1019.7,1017.5,7.0,7.0,20.5,24.6
2014-04-02,18.1,26.0,0.0,4.8,10.9,26.0,11.0,20.0,91.0,67.0,1017.9,1014.6,2.0,1.0,18.9,24.7
2014-04-03,18.9,26.3,0.0,3.0,8.8,31.0,13.0,24.0,82.0,70.0,1017.5,1015.0,1.0,7.0,21.3,25.1
2014-04-04,19.9,22.3,0.0,6.0,0.0,43.0,11.0,19.0,82.0,74.0,1018.5,1016.5,8.0,8.0,20.4,21.5
2014-04-05,18.0,26.0,5.6,9.2,6.4,50.0,13.0,24.0,80.0,63.0,1018.8,1016.9,7.0,3.0,20.6,23.8
2014-04-06,17.2,21.7,3.4,4.6,1.1,48.0,9.0,7.0,86.0,86.0,1020.9,1020.8,7.0,8.0,19.2,19.5
2014-04-07,15.3,22.4,16.0,4.2,3.3,39.0,13.0,9.0,83.0,63.0,1025.5,1023.6,6.0,6.0,16.9,21.1
2014-04-08,17.2,23.2,5.0,5.2,1.2,22.0,13.0,13.0,77.0,53.0,1023.9,1020.1,7.0,6.0,19.6,22.9
2014-04-09,15.9,24.1,0.0,0.4,4.6,22.0,13.0,17.0,68.0,58.0,1021.4,1017.9,7.0,7.0,20.4,23.2
2014-04-10,17.8,24.7,0.0,2.6,0.0,17.0,11.0,7.0,74.0,82.0,1016.9,1012.7,7.0,8.0,20.2,20.0
2014-04-11,18.9,28.0,5.6,1.6,3.7,37.0,22.0,9.0,64.0,55.0,1005.5,1002.9,5.0,7.0,24.1,25.7
2014-04-12,17.9,21.0,5.0,3.8,0.7,54.0,26.0,22.0,76.0,74.0,1011.1,1011.9,7.0,6.0,19.1,20.0
2014-04-13,16.0,20.6,3.8,1.4,1.0,52.0,20.0,15.0,86.0,88.0,1016.8,1016.1,7.0,7.0,17.8,18.5
2014-04-14,13.5,21.0,2.8,3.6,3.3,41.0,20.0,15.0,64.0,69.0,1020.4,1018.8,6.0,5.0,17.2,19.4
2014-04-15,13.4,21.9,4.2,3.4,3.5,50.0,22.0,28.0,58.0,64.0,1020.7,1018.4,7.0,8.0,17.3,20.8
2014-04-16,14.3,23.3,29.6,3.2,9.0,43.0,20.0,22.0,69.0,57.0,1019.8,1017.3,5.0,3.0,17.7,21.9
2014-04-17,13.1,23.7,0.0,5.2,9.0,41.0,19.0,22.0,65.0,39.0,1019.6,1017.4,5.0,1.0,17.2,23.1
2014-04-18,13.5,26.5,0.0,2.2,10.8,35.0,15.0,13.0,68.0,31.0,1016.3,1011.7,2.0,3.0,16.7,26.1
2014-04-19,15.0,22.7,0.0,3.8,10.7,41.0,17.0,22.0,60.0,42.0,1016.4,1014.8,1.0,1.0,19.2,20.8
2014-04-20,13.2,22.9,0.0,5.2,10.4,28.0,17.0,17.0,61.0,56.0,1018.4,1014.7,3.0,1.0,16.3,21.9
2014-04-21,13.2,25.3,0.0,4.0,9.7,35.0,20.0,15.0,48.0,31.0,1021.1,1018.5,1.0,3.0,15.9,24.4
2014-04-22,12.4,25.8,0.0,4.0,7.9,20.0,17.0,11.0,67.0,32.0,1018.7,1014.9,7.0,7.0,15.8,24.4
2014-04-23,13.4,26.1,0.0,4.2,9.0,24.0,20.0,13.0,59.0,36.0,1017.6,1014.9,7.0,3.0,17.6,24.0
2014-04-24,14.1,29.9,0.0,3.8,9.1,41.0,15.0,6.0,53.0,28.0,1013.7,1011.3,6.0,7.0,19.3,28.9
2014-04-25,17.6,20.9,6.8,4.6,3.2,39.0,7.0,15.0,84.0,67.0,1023.2,1019.2,8.0,1.0,17.7,20.7
2014-04-26,15.5,23.1,9.2,2.0,1.2,30.0,7.0,6.0,72.0,63.0,1015.0,1011.5,7.0,7.0,18.2,22.6
2014-04-27,16.9,17.9,0.4,2.2,0.0,35.0,19.0,15.0,83.0,87.0,1023.5,1023.1,5.0,7.0,17.9,17.0
2014-04-28,15.0,20.6,20.2,1.0,2.8,20.0,11.0,11.0,75.0,67.0,1025.9,1022.1,6.0,6.0,17.4,20.4
2014-04-29,14.9,25.7,0.0,3.0,8.5,31.0,13.0,15.0,71.0,61.0,1017.7,1013.3,1.0,7.0,18.4,23.6
2014-04-30,18.2,25.3,3.4,5.0,7.1,44.0,15.0,20.0,83.0,28.0,1012.5,1011.4,7.0,2.0,18.6,24.3
2014-05-01,11.3,23.0,0.0,5.2,10.2,31.0,19.0,15.0,59.0,44.0,1017.7,1013.8,1.0,1.0,14.7,19.6
2014-05-02,13.3,22.2,0.0,2.8,7.3,46.0,17.0,19.0,71.0,35.0,1006.9,1001.9,2.0,6.0,16.1,21.5
2014-05-03,11.7,15.7,1.2,5.6,1.1,57.0,13.0,35.0,81.0,46.0,996.5,994.8,7.0,7.0,12.7,14.8
2014-05-04,10.8,20.5,3.8,3.8,8.5,54.0,20.0,31.0,61.0,31.0,1001.9,1003.7,5.0,1.0,15.0,19.3
2014-05-05,10.3,20.9,0.0,5.4,10.4,39.0,22.0,7.0,54.0,32.0,1017.9,1016.8,1.0,3.0,12.8,20.2
2014-05-06,10.7,23.4,0.0,3.4,8.2,39.0,26.0,6.0,58.0,35.0,1021.2,1018.5,5.0,3.0,14.6,21.6
2014-05-07,11.2,20.7,0.0,3.2,9.7,43.0,20.0,20.0,59.0,41.0,1023.8,1022.9,3.0,2.0,13.9,19.3
2014-05-08,11.1,21.0,0.0,5.8,6.2,46.0,19.0,19.0,66.0,65.0,1026.2,1024.3,2.0,6.0,14.2,18.2
2014-05-09,11.8,21.9,7.4,3.0,3.0,26.0,9.0,13.0,84.0,62.0,1026.3,1023.6,4.0,7.0,13.9,18.8
2014-05-10,12.0,24.8,0.4,2.2,5.2,35.0,13.0,13.0,80.0,51.0,1023.9,1020.0,3.0,7.0,14.5,21.4
2014-05-11,14.4,22.9,0.8,2.0,8.3,41.0,15.0,20.0,76.0,59.0,1022.2,1022.1,1.0,3.0,16.7,19.9
2014-05-12,12.6,23.0,0.0,4.0,8.8,37.0,17.0,20.0,73.0,51.0,1030.1,1028.5,3.0,2.0,16.7,22.7
2014-05-13,13.7,23.0,11.2,4.8,8.8,26.0,20.0,9.0,74.0,52.0,1030.5,1027.2,1.0,3.0,15.6,21.0
2014-05-14,12.6,23.2,0.2,1.8,9.5,28.0,13.0,17.0,78.0,54.0,1029.3,1025.8,1.0,2.0,14.8,21.4
2014-05-15,11.7,22.9,0.0,4.0,10.0,24.0,15.0,13.0,82.0,51.0,1028.7,1025.3,1.0,1.0,13.7,21.5
2014-05-16,12.0,25.3,0.0,3.2,9.9,28.0,19.0,13.0,75.0,40.0,1029.4,1027.0,0.0,1.0,14.6,23.3
2014-05-17,12.0,24.2,0.0,4.0,9.1,26.0,11.0,13.0,72.0,55.0,1030.4,1026.7,6.0,3.0,14.3,22.4
2014-05-18,13.0,24.8,0.0,3.4,2.8,20.0,15.0,7.0,69.0,41.0,1028.3,1025.2,7.0,7.0,14.8,24.4
2014-05-19,13.1,26.1,0.0,2.4,7.5,24.0,19.0,7.0,72.0,33.0,1026.0,1022.4,7.0,1.0,15.8,25.8
2014-05-20,14.4,25.5,0.0,3.2,4.7,24.0,17.0,7.0,69.0,41.0,1022.9,1019.6,7.0,7.0,16.2,25.2
2014-05-21,14.8,23.5,0.0,3.6,9.8,26.0,13.0,13.0,66.0,58.0,1024.4,1022.6,2.0,2.0,17.5,22.6
2014-05-22,13.1,27.1,0.0,2.2,9.4,24.0,13.0,6.0,82.0,30.0,1023.5,1018.7,1.0,1.0,14.9,26.8
2014-05-23,13.9,25.1,0.0,4.0,8.0,22.0,11.0,13.0,64.0,41.0,1017.9,1013.0,3.0,5.0,16.5,23.8
2014-05-24,15.7,25.2,0.0,4.8,7.4,35.0,13.0,15.0,62.0,45.0,1015.4,1014.0,2.0,6.0,17.7,22.6
2014-05-25,15.5,26.9,0.0,3.4,7.1,26.0,19.0,17.0,75.0,43.0,1018.3,1017.1,5.0,2.0,17.2,24.9
2014-05-26,14.1,23.6,0.0,3.4,9.4,30.0,13.0,17.0,81.0,59.0,1023.4,1020.9,6.0,6.0,16.3,23.3
2014-05-27,16.0,24.0,0.0,2.6,3.0,48.0,11.0,26.0,68.0,46.0,1018.0,1010.8,7.0,7.0,19.4,23.8
2014-05-28,17.1,24.1,0.0,5.6,9.6,48.0,22.0,26.0,54.0,31.0,1013.8,1013.5,1.0,1.0,19.3,23.2
2014-05-29,12.8,21.3,0.0,5.4,7.7,35.0,20.0,22.0,59.0,61.0,1023.1,1022.1,2.0,5.0,15.3,19.7
2014-05-30,14.5,21.4,0.0,4.4,5.2,33.0,19.0,17.0,71.0,58.0,1026.8,1024.5,6.0,3.0,15.9,20.7
2014-05-31,14.3,20.7,2.4,1.0,7.5,31.0,15.0,17.0,86.0,61.0,1026.9,1022.8,5.0,4.0,15.2,20.0
2014-06-01,14.8,20.7,11.2,5.0,0.4,46.0,7.0,26.0,87.0,70.0,1020.5,1018.0,7.0,8.0,17.0,17.8
2014-06-02,12.4,22.3,1.0,2.0,5.9,30.0,11.0,9.0,85.0,54.0,1017.2,1014.9,7.0,3.0,14.5,19.9
2014-06-03,10.5,20.3,0.0,1.8,9.9,39.0,9.0,17.0,70.0,42.0,1018.4,1016.2,1.0,1.0,13.2,19.5
2014-06-04,11.2,22.3,0.0,3.6,9.6,33.0,24.0,13.0,69.0,53.0,1024.1,1022.9,1.0,3.0,13.6,22.0
2014-06-05,13.6,19.8,8.6,4.0,0.4,30.0,19.0,11.0,91.0,80.0,1025.7,1024.1,8.0,7.0,15.3,18.0
2014-06-06,14.5,15.5,13.2,7.2,0.5,48.0,22.0,17.0,86.0,85.0,1026.3,1024.8,7.0,7.0,15.3,14.9
2014-06-07,10.1,19.4,6.8,2.4,7.8,39.0,26.0,19.0,67.0,60.0,1027.2,1025.0,2.0,6.0,12.2,17.8
2014-06-08,10.5,17.7,0.0,3.6,6.3,46.0,17.0,24.0,65.0,59.0,1026.9,1025.8,3.0,7.0,11.9,16.0
2014-06-09,8.6,18.4,2.2,2.6,5.1,46.0,22.0,17.0,71.0,73.0,1028.4,1027.3,1.0,7.0,10.4,16.9
2014-06-10,10.4,19.2,13.8,2.0,3.6,31.0,20.0,19.0,91.0,49.0,1030.5,1027.4,7.0,1.0,13.0,18.8
2014-06-11,10.4,19.6,5.6,2.2,5.6,24.0,19.0,9.0,86.0,62.0,1026.6,1022.8,6.0,6.0,11.9,17.7
2014-06-12,11.1,20.4,0.0,1.0,5.8,30.0,15.0,9.0,86.0,52.0,1022.0,1018.9,7.0,6.0,12.1,19.5
2014-06-13,10.7,20.9,0.0,2.4,3.3,28.0,15.0,15.0,85.0,48.0,1019.4,1015.0,7.0,7.0,11.8,20.4
2014-06-14,11.8,19.9,5.0,2.4,3.9,31.0,17.0,19.0,89.0,53.0,1012.1,1009.2,8.0,2.0,14.3,19.2
2014-06-15,10.3,17.2,0.2,2.6,1.2,54.0,13.0,22.0,65.0,49.0,1008.9,1008.3,7.0,7.0,13.0,16.9
2014-06-16,9.3,19.5,0.4,0.8,9.7,44.0,15.0,11.0,78.0,36.0,1020.8,1018.4,1.0,1.0,11.3,19.4
2014-06-17,10.0,19.8,0.0,4.4,9.1,43.0,20.0,19.0,63.0,46.0,1023.4,1024.0,1.0,5.0,13.5,17.8
2014-06-18,11.4,20.4,0.0,1.8,9.4,35.0,22.0,11.0,67.0,51.0,1030.1,1027.9,1.0,1.0,12.5,18.7
2014-06-19,10.6,21.5,0.0,1.8,8.5,24.0,15.0,13.0,81.0,57.0,1027.8,1022.9,3.0,3.0,12.0,19.8
2014-06-20,12.0,21.3,0.0,4.6,6.3,28.0,6.0,6.0,66.0,54.0,1019.9,1015.9,2.0,6.0,15.5,19.6
2014-06-21,10.5,21.9,0.0,2.4,9.5,30.0,22.0,11.0,79.0,31.0,1020.4,1018.5,1.0,1.0,11.8,21.4
2014-06-22,11.1,19.7,0.0,3.4,4.4,26.0,15.0,4.0,79.0,49.0,1023.0,1020.0,7.0,1.0,11.9,19.6
2014-06-23,10.0,16.6,0.0,0.6,1.8,37.0,15.0,22.0,76.0,57.0,1014.9,1008.6,7.0,7.0,13.5,15.8
2014-06-24,11.5,16.7,0.0,6.2,9.7,81.0,28.0,33.0,47.0,35.0,1007.1,1003.4,1.0,1.0,12.1,16.1
2014-06-25,11.1,18.1,0.0,4.0,9.7,76.0,31.0,39.0,45.0,35.0,1012.2,1012.8,1.0,1.0,14.8,17.7
2014-06-26,10.7,22.2,0.0,4.8,9.8,41.0,17.0,15.0,47.0,31.0,1018.8,1017.9,1.0,5.0,15.1,21.1
2014-06-27,10.4,21.2,0.0,4.0,8.1,30.0,11.0,9.0,68.0,39.0,1021.0,1015.1,7.0,7.0,12.1,20.4
2014-06-28,12.0,22.8,0.0,5.0,6.9,96.0,28.0,20.0,36.0,34.0,1007.2,999.9,7.0,2.0,15.8,20.3
2014-06-29,10.0,16.4,0.0,7.0,9.6,69.0,28.0,28.0,45.0,37.0,1004.5,1004.8,1.0,3.0,12.1,15.5
2014-06-30,9.4,16.1,0.0,3.8,9.4,50.0,24.0,22.0,53.0,29.0,1015.1,1015.7,1.0,1.0,11.4,16.0
2014-07-01,8.9,19.1,0.0,3.0,9.3,33.0,20.0,7.0,64.0,36.0,1025.0,1024.0,1.0,1.0,10.1,18.3
2014-07-02,7.4,20.2,0.0,3.8,9.6,37.0,28.0,13.0,67.0,36.0,1027.6,1025.2,1.0,1.0,9.6,19.2
2014-07-03,6.7,18.3,0.0,1.2,9.6,28.0,19.0,13.0,71.0,54.0,1027.3,1023.3,1.0,1.0,9.1,17.2
2014-07-04,6.7,20.4,0.0,2.4,9.9,30.0,9.0,7.0,71.0,33.0,1021.3,1016.6,0.0,1.0,9.3,19.6
2014-07-05,8.2,18.0,0.0,3.6,9.6,48.0,17.0,28.0,62.0,33.0,1016.2,1012.0,1.0,1.0,10.1,17.3
2014-07-06,8.2,18.1,0.0,4.0,9.9,43.0,17.0,24.0,59.0,36.0,1013.6,1010.8,1.0,1.0,11.6,16.2
2014-07-07,8.3,19.5,0.0,3.0,9.2,43.0,17.0,19.0,59.0,35.0,1014.4,1011.9,1.0,2.0,10.7,18.8
2014-07-08,7.9,18.7,0.0,3.8,9.7,33.0,20.0,6.0,66.0,51.0,1016.6,1012.2,1.0,1.0,9.0,16.2
2014-07-09,6.6,21.3,0.0,2.6,9.4,67.0,11.0,22.0,49.0,22.0,1007.6,999.6,0.0,1.0,11.9,20.7
2014-07-10,8.8,17.3,0.2,5.8,9.8,61.0,15.0,37.0,52.0,32.0,1005.8,1005.1,1.0,2.0,11.9,16.8
2014-07-11,9.0,18.5,0.0,4.0,9.9,35.0,17.0,19.0,58.0,32.0,1017.4,1016.0,1.0,0.0,11.8,18.2
2014-07-12,6.4,18.5,0.2,3.4,9.5,44.0,11.0,26.0,64.0,33.0,1019.6,1017.1,0.0,1.0,8.9,17.7
2014-07-13,6.5,16.3,0.0,3.6,9.6,46.0,28.0,24.0,54.0,47.0,1027.4,1027.3,1.0,3.0,8.2,15.1
2014-07-14,6.6,17.9,0.0,3.2,5.1,35.0,17.0,19.0,62.0,64.0,1032.0,1029.0,6.0,6.0,9.2,15.7
2014-07-15,9.2,15.6,1.6,0.4,0.0,22.0,13.0,2.0,88.0,74.0,1025.8,1021.3,7.0,8.0,11.5,15.3
2014-07-16,11.4,18.5,1.8,1.2,3.9,41.0,4.0,20.0,86.0,52.0,1013.7,1010.7,8.0,2.0,13.2,17.9
2014-07-17,9.5,19.9,0.0,2.0,9.4,56.0,20.0,26.0,56.0,33.0,1012.6,1008.6,1.0,3.0,13.1,19.1
2014-07-18,8.6,15.9,0.0,4.0,7.9,63.0,28.0,39.0,47.0,35.0,1011.2,1011.1,2.0,4.0,9.6,14.1
2014-07-19,8.5,14.9,0.0,4.6,3.2,70.0,26.0,24.0,50.0,57.0,1021.2,1021.4,6.0,6.0,10.1,13.6
2014-07-20,9.8,15.3,0.2,4.0,1.1,54.0,20.0,22.0,66.0,60.0,1025.7,1024.9,7.0,7.0,11.2,15.2
2014-07-21,8.9,18.3,0.0,2.0,7.5,31.0,22.0,17.0,69.0,64.0,1026.9,1023.3,7.0,7.0,9.9,15.7
2014-07-22,8.7,19.0,0.0,1.4,9.6,24.0,22.0,11.0,81.0,59.0,1024.6,1022.3,2.0,2.0,10.8,16.5
2014-07-23,8.9,18.9,0.0,3.2,6.7,22.0,17.0,13.0,87.0,57.0,1025.5,1021.6,3.0,5.0,10.7,17.1
2014-07-24,8.5,19.8,0.0,0.6,2.4,20.0,11.0,9.0,83.0,48.0,1022.5,1019.2,5.0,7.0,10.9,19.7
2014-07-25,9.6,18.8,0.0,2.8,2.6,52.0,9.0,15.0,82.0,59.0,1023.0,1019.9,7.0,7.0,11.5,18.3
2014-07-26,11.3,18.7,8.2,2.0,4.2,43.0,22.0,24.0,90.0,42.0,1024.9,1020.4,8.0,3.0,13.0,17.2
2014-07-27,9.4,21.0,4.2,1.8,10.2,31.0,20.0,15.0,65.0,38.0,1024.6,1021.5,1.0,1.0,11.9,18.7
2014-07-28,8.8,18.5,0.0,3.2,6.7,46.0,15.0,15.0,62.0,41.0,1021.3,1018.1,7.0,6.0,11.9,17.4
2014-07-29,11.8,23.3,0.0,4.0,5.1,44.0,22.0,20.0,49.0,27.0,1018.0,1013.2,7.0,1.0,14.9,22.9
2014-07-30,13.0,24.0,0.0,6.2,10.2,41.0,13.0,22.0,44.0,31.0,1018.0,1014.5,6.0,1.0,17.3,23.3
2014-07-31,13.9,25.0,0.0,6.6,10.1,61.0,24.0,35.0,40.0,21.0,1014.2,1007.3,1.0,0.0,17.7,24.5
2014-08-01,15.9,18.2,0.0,8.4,10.0,72.0,22.0,28.0,41.0,23.0,1007.2,1008.7,1.0,1.0,16.8,16.7
2014-08-02,7.2,16.1,0.0,6.4,10.0,46.0,28.0,28.0,45.0,36.0,1024.6,1026.8,1.0,1.0,9.6,15.0
2014-08-03,5.5,17.6,0.0,3.8,9.5,28.0,20.0,15.0,60.0,45.0,1034.1,1032.2,1.0,1.0,8.4,16.5
2014-08-04,6.4,17.2,0.0,2.6,10.1,26.0,17.0,20.0,69.0,58.0,1034.4,1030.4,3.0,4.0,9.9,16.0
2014-08-05,7.9,20.6,0.0,1.6,10.2,33.0,17.0,17.0,75.0,40.0,1032.0,1030.1,0.0,1.0,10.0,17.5
2014-08-06,6.5,22.4,0.0,2.6,10.1,35.0,20.0,11.0,64.0,43.0,1032.6,1026.2,1.0,1.0,9.7,20.1
2014-08-07,9.6,20.4,0.0,4.6,6.8,41.0,28.0,13.0,53.0,36.0,1029.6,1027.5,6.0,1.0,11.4,18.8
2014-08-08,9.1,18.1,0.0,2.6,4.0,24.0,17.0,15.0,76.0,64.0,1032.1,1029.6,7.0,3.0,10.9,16.9
2014-08-09,8.9,19.2,0.0,1.8,6.8,26.0,13.0,15.0,94.0,62.0,1029.9,1024.7,8.0,3.0,10.2,18.6
2014-08-10,9.9,23.2,0.0,3.0,3.5,31.0,9.0,9.0,46.0,27.0,1022.4,1017.6,6.0,1.0,12.7,22.7
2014-08-11,8.1,14.4,0.0,3.4,4.5,48.0,15.0,24.0,62.0,45.0,1025.4,1025.1,7.0,5.0,10.3,13.7
2014-08-12,6.3,15.4,21.4,5.6,3.9,44.0,17.0,11.0,84.0,78.0,1030.0,1028.2,7.0,7.0,8.9,12.3
2014-08-13,7.9,17.0,19.4,3.6,10.1,37.0,19.0,20.0,77.0,46.0,1033.3,1031.9,2.0,2.0,10.5,16.2
2014-08-14,6.4,19.3,0.2,2.8,10.3,30.0,20.0,22.0,64.0,49.0,1035.0,1032.5,1.0,2.0,9.5,18.1
2014-08-15,7.9,19.0,0.0,3.4,9.3,28.0,17.0,17.0,81.0,53.0,1031.6,1026.5,1.0,1.0,10.5,17.8
2014-08-16,8.7,16.8,0.0,1.2,0.3,26.0,13.0,13.0,86.0,70.0,1023.8,1019.0,7.0,7.0,10.3,16.4
2014-08-17,10.3,17.5,28.6,,2.2,46.0,28.0,22.0,90.0,74.0,1010.3,1004.2,8.0,7.0,14.4,17.0
2014-08-18,11.0,15.7,21.8,,0.0,63.0,31.0,28.0,94.0,90.0,1001.8,1005.0,8.0,8.0,13.8,13.3
2014-08-19,12.8,17.7,38.4,4.4,3.0,78.0,28.0,26.0,69.0,80.0,1015.3,1016.6,7.0,7.0,15.5,14.5
2014-08-20,9.5,17.1,8.2,4.6,5.0,44.0,22.0,22.0,68.0,54.0,1024.7,1024.5,7.0,6.0,12.5,15.7
2014-08-21,9.4,18.1,10.8,2.0,7.1,43.0,19.0,22.0,86.0,65.0,1029.2,1027.0,7.0,3.0,11.7,17.1
2014-08-22,11.2,19.6,10.2,2.4,10.1,28.0,17.0,17.0,88.0,61.0,1031.8,1029.0,6.0,3.0,13.2,18.5
2014-08-23,9.9,19.3,3.2,3.2,2.9,31.0,4.0,20.0,92.0,85.0,1031.6,1029.3,5.0,7.0,11.8,14.8
2014-08-24,11.1,19.4,3.8,0.2,7.3,22.0,17.0,11.0,88.0,64.0,1029.7,1026.4,4.0,2.0,13.0,18.4
2014-08-25,10.5,19.3,0.0,3.2,8.9,44.0,13.0,19.0,81.0,61.0,1025.7,1022.4,0.0,2.0,13.7,18.8
2014-08-26,11.6,15.6,12.6,4.6,0.0,52.0,2.0,9.0,93.0,87.0,1024.3,1022.7,8.0,7.0,13.6,14.9
2014-08-27,13.4,19.8,13.2,3.2,5.3,56.0,19.0,28.0,80.0,54.0,1025.3,1023.9,7.0,5.0,15.3,18.7
2014-08-28,12.3,19.7,15.2,6.6,8.8,48.0,20.0,26.0,81.0,51.0,1026.8,1025.9,2.0,4.0,15.3,17.8
2014-08-29,9.4,18.0,2.0,3.8,5.4,50.0,17.0,24.0,85.0,65.0,1026.7,1024.0,7.0,4.0,12.1,15.8
2014-08-30,12.0,16.1,3.2,3.8,2.7,52.0,20.0,22.0,89.0,84.0,1023.9,1021.7,8.0,7.0,12.5,14.9
2014-08-31,11.7,20.8,3.0,1.0,9.5,37.0,20.0,15.0,67.0,55.0,1021.1,1017.2,1.0,1.0,14.8,20.5
2014-09-01,10.7,23.6,0.0,3.2,8.7,31.0,13.0,13.0,77.0,51.0,1016.9,1010.9,4.0,7.0,14.6,20.7
2014-09-02,14.1,18.4,0.2,5.2,1.5,59.0,7.0,22.0,59.0,66.0,1009.1,1007.9,5.0,7.0,15.8,13.7
2014-09-03,8.9,16.7,5.0,4.2,7.7,76.0,28.0,30.0,52.0,45.0,1013.3,1012.3,6.0,5.0,13.1,16.2
2014-09-04,9.8,17.6,0.2,3.0,8.3,61.0,24.0,31.0,53.0,52.0,1015.9,1015.1,3.0,6.0,13.4,14.7
2014-09-05,8.8,18.2,4.4,3.6,8.7,52.0,17.0,26.0,72.0,57.0,1021.8,1021.7,3.0,2.0,13.2,16.7
2014-09-06,10.3,19.1,11.0,3.2,2.3,43.0,7.0,24.0,92.0,73.0,1029.7,1028.5,7.0,7.0,12.3,15.7
2014-09-07,11.2,19.0,18.4,3.6,6.9,31.0,15.0,17.0,90.0,65.0,1032.0,1028.2,7.0,2.0,12.5,17.7
2014-09-08,10.9,19.5,1.0,2.4,10.5,35.0,17.0,24.0,93.0,60.0,1029.5,1024.2,1.0,2.0,12.2,18.2
2014-09-09,12.2,23.1,0.0,5.0,10.3,41.0,17.0,22.0,56.0,56.0,1019.4,1012.8,1.0,4.0,19.3,20.6
2014-09-10,14.0,24.4,5.0,6.8,8.3,59.0,9.0,28.0,84.0,28.0,1008.2,1008.9,7.0,3.0,14.8,23.2
2014-09-11,12.1,25.8,0.2,5.2,10.9,50.0,13.0,17.0,36.0,32.0,1016.7,1013.7,1.0,1.0,18.1,23.7
2014-09-12,13.9,18.4,0.2,6.8,1.8,41.0,13.0,15.0,67.0,52.0,1025.7,1024.1,7.0,4.0,14.7,16.9
2014-09-13,12.9,17.6,0.8,2.4,3.8,28.0,9.0,17.0,80.0,72.0,1026.9,1023.5,7.0,4.0,14.4,16.8
2014-09-14,12.9,22.6,0.4,2.8,9.5,35.0,11.0,17.0,69.0,66.0,1020.6,1016.0,0.0,1.0,17.3,20.5
2014-09-15,13.1,20.1,0.0,3.8,10.1,30.0,11.0,22.0,68.0,55.0,1018.6,1015.1,1.0,5.0,17.7,19.2
2014-09-16,15.2,21.7,0.0,4.8,5.1,,28.0,4.0,76.0,66.0,1009.9,1005.5,6.0,3.0,18.6,20.6
2014-09-17,13.3,22.2,0.0,5.2,10.7,61.0,35.0,30.0,36.0,25.0,1012.2,1010.1,6.0,3.0,17.7,20.9
2014-09-18,12.2,20.5,0.0,7.0,10.8,44.0,28.0,24.0,33.0,31.0,1018.6,1017.1,1.0,3.0,15.6,18.4
2014-09-19,9.2,22.2,0.0,5.4,9.7,31.0,19.0,26.0,50.0,33.0,1022.3,1018.5,7.0,7.0,14.7,18.2
